Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,7.620222940788873,78.6,70.97977705921112
2025-02,17.2554287040638,78.6,53.72434835514731
2025-03,17.89284134683659,78.6,35.83150700831072
2025-04,31.25581766970041,78.6,4.575689338610314
2025-05,38.51933389037867,78.6,-33.94364455176836
2025-06,41.276247411967525,78.6,-75.21989196373588
2025-07,34.198161965318896,78.6,-109.41805392905476
2025-08,25.83335425652472,78.6,-135.2514081855795
2025-09,12.14652037146884,78.6,-147.39792855704835
2025-10,12.828330705699534,78.6,-160.22625926274787
2025-11,11.011786062584656,78.6,-171.23804532533254
2025-12,9.353058663042164,78.6,-180.5911039883747
