Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,7.54463721999791,0.0,1.7,1.7,-5.84463721999791
2025-02,5.456009226226004,0.0,1.7,1.7,-11.300646446223915
2025-03,6.435367780423046,0.0,1.7,1.7,-17.73601422664696
2025-04,5.962490142032378,0.0,1.7,1.7,-23.698504368679338
2025-05,6.5216897250622505,0.0,1.7,1.7,-30.22019409374159
2025-06,5.521529359230164,0.0,1.7,1.7,-35.741723452971755
2025-07,7.975907145652573,0.0,1.7,1.7,-43.717630598624325
2025-08,14.223352993077516,0.0,1.7,1.7,-57.94098359170184
2025-09,16.16058958214307,0.0,1.7,1.7,-74.10157317384491
2025-10,19.401332691051465,0.0,1.7,1.7,-93.50290586489638
2025-11,16.156299156655855,0.0,1.7,1.7,-109.65920502155222
2025-12,9.713427729154931,0.0,1.7,1.7,-119.37263275070715
