Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,30.67825861793956,145.1,114.42174138206043
2025-02,22.185408944563143,145.1,92.23633243749728
2025-03,26.16770976688904,145.1,66.06862267060825
2025-04,24.24487874636802,145.1,41.82374392424023
2025-05,26.518714972947933,145.1,15.3050289512923
2025-06,22.451829121752787,145.1,-7.146800170460487
2025-07,32.43190295199767,145.1,-39.57870312245816
2025-08,57.8354782095139,145.1,-97.41418133197206
2025-09,65.7127350411558,145.1,-163.12691637312787
2025-10,78.8903540982885,145.1,-242.01727047141637
2025-11,65.69528916816816,145.1,-307.7125596395845
2025-12,39.49706781816116,145.1,-347.2096274577457
