Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,8.061493860718548,-0.2,-8.261493860718547
2025-02,5.829781286853825,-0.2,-14.091275147572372
2025-03,6.876232261484495,-0.2,-20.967507409056868
2025-04,6.37095943423005,-0.2,-27.338466843286916
2025-05,6.968467819863593,-0.2,-34.30693466315051
2025-06,5.899789974424179,-0.2,-40.20672463757469
2025-07,8.522308576734616,-0.2,-48.729033214309304
2025-08,15.197745032538348,-0.2,-63.926778246847654
2025-09,17.26769490741326,-0.2,-81.19447315426092
2025-10,20.730449963068303,-0.2,-101.92492311732923
2025-11,17.263110559920268,-0.2,-119.18803367724949
2025-12,10.37886060280808,-0.2,-129.56689428005757
