Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,12.540368660817052,492.9,71.05,563.9499999999999,551.4096313391829
2025-02,17.57965880592182,492.9,71.05,563.9499999999999,533.8299725332611
2025-03,31.07458020126761,492.9,71.05,563.9499999999999,502.75539233199345
2025-04,38.0823920417836,492.9,71.05,563.9499999999999,464.67300029020987
2025-05,45.205402225802814,492.9,71.05,563.9499999999999,419.46759806440707
2025-06,45.15408179580965,492.9,71.05,563.9499999999999,374.3135162685974
2025-07,45.88337609208606,492.9,71.05,563.9499999999999,328.4301401765114
2025-08,27.90235345068816,492.9,71.05,563.9499999999999,300.5277867258232
2025-09,18.1180414987609,492.9,71.05,563.9499999999999,282.40974522706233
2025-10,16.255535881036813,492.9,71.05,563.9499999999999,266.15420934602554
2025-11,14.919570329836908,492.9,71.05,563.9499999999999,251.23463901618862
2025-12,11.316295748880206,492.9,71.05,563.9499999999999,239.91834326730842
