Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,144.32599746160813,1220.5,621.5,1842.0,1697.674002538392
2025-02,202.3227435192564,1220.5,621.5,1842.0,1495.3512590191356
2025-03,357.63460425703954,1220.5,621.5,1842.0,1137.716654762096
2025-04,438.28689297849735,1220.5,621.5,1842.0,699.4297617835986
2025-05,520.2649892803955,1220.5,621.5,1842.0,179.16477250320304
2025-06,519.6743469755911,1220.5,621.5,1842.0,-340.50957447238807
2025-07,528.0677307428508,1220.5,621.5,1842.0,-868.5773052152389
2025-08,321.125726222034,1220.5,621.5,1842.0,-1189.7030314372728
2025-09,208.51894247175224,1220.5,621.5,1842.0,-1398.221973909025
2025-10,187.0835295005388,1220.5,621.5,1842.0,-1585.305503409564
2025-11,171.70801973951146,1220.5,621.5,1842.0,-1757.0135231490754
2025-12,130.2382502223248,1220.5,621.5,1842.0,-1887.2517733714
