Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,21.418931120669395,0.0,180.3,180.3,158.88106887933063
2025-02,15.48939762146759,0.0,180.3,180.3,143.39167125786304
2025-03,18.269758400006204,0.0,180.3,180.3,125.12191285785684
2025-04,16.927277208419188,0.0,180.3,180.3,108.19463564943766
2025-05,18.51482303764426,0.0,180.3,180.3,89.6798126117934
2025-06,15.675406726333945,0.0,180.3,180.3,74.00440588545945
2025-07,22.643289636878603,0.0,180.3,180.3,51.36111624858084
2025-08,40.37954499073695,0.0,180.3,180.3,10.981571257843889
2025-09,45.87928419034384,0.0,180.3,180.3,-34.89771293249995
2025-10,55.07962761381624,0.0,180.3,180.3,-89.97734054631619
2025-11,45.86710383954506,0.0,180.3,180.3,-135.84444438586124
2025-12,27.57604287783465,0.0,180.3,180.3,-163.4204872636959
