Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,23.002390968798167,305.2,282.1976090312018
2025-02,16.937241581993455,305.2,265.26036744920833
2025-03,19.595264363617066,305.2,245.66510308559126
2025-04,17.376913923469164,305.2,228.28818916212208
2025-05,18.133083108702763,305.2,210.15510605341933
2025-06,14.387238229472189,305.2,195.76786782394714
2025-07,22.10300787630429,305.2,173.66485994764287
2025-08,37.86521405621867,305.2,135.7996458914242
2025-09,43.96919857696577,305.2,91.83044731445844
2025-10,53.5309479590366,305.2,38.29949935542184
2025-11,41.87456090479589,305.2,-3.5750615493740554
2025-12,29.785278764038413,305.2,-33.360340313412465
