Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,22.749040864324872,455.1,116.2,571.3000000000001,548.5509591356752
2025-02,16.45128496232497,455.1,116.2,571.3000000000001,532.0996741733502
2025-03,19.40430538207429,455.1,116.2,571.3000000000001,512.6953687912759
2025-04,17.978456476965807,455.1,116.2,571.3000000000001,494.7169123143101
2025-05,19.66458846644582,455.1,116.2,571.3000000000001,475.0523238478643
2025-06,16.648845181548875,455.1,116.2,571.3000000000001,458.4034786663154
2025-07,24.049431708336183,455.1,116.2,571.3000000000001,434.3540469579792
2025-08,42.88710365152952,455.1,116.2,571.3000000000001,391.4669433064497
2025-09,48.72837514589698,455.1,116.2,571.3000000000001,342.73856816055275
2025-10,58.500057370712646,455.1,116.2,571.3000000000001,284.2385107898401
2025-11,48.7154383986568,455.1,116.2,571.3000000000001,235.52307239118332
2025-12,29.28850757164346,455.1,116.2,571.3000000000001,206.23456481953986
