Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,38.53562625153497,1046.0,1007.464373748465
2025-02,54.02099250010174,1046.0,953.4433812483633
2025-03,95.4898887702538,1046.0,857.9534924781094
2025-04,117.02437672920756,1046.0,740.9291157489018
2025-05,138.91286068541666,1046.0,602.0162550634852
2025-06,138.75515679625877,1046.0,463.26109826722643
2025-07,140.99622427910683,1046.0,322.2648739881196
2025-08,85.74187037049121,1046.0,236.52300361762838
2025-09,55.67540273258288,1046.0,180.8476008850455
2025-10,49.95206059510195,1046.0,130.89554028994354
2025-11,45.846737174521486,1046.0,85.04880311542206
2025-12,34.77414064334768,1046.0,50.27466247207438
