Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,12.490889704454474,0.0,42.0,42.0,29.509110295545526
2025-02,14.421502499866332,0.0,42.0,42.0,15.087607795679194
2025-03,23.11276432242416,0.0,42.0,42.0,-8.025156526744965
2025-04,29.1120555093195,0.0,42.0,42.0,-37.13721203606447
2025-05,32.52692711341672,0.0,42.0,42.0,-69.66413914948119
2025-06,27.16926697225123,0.0,42.0,42.0,-96.83340612173242
2025-07,30.04696326656566,0.0,42.0,42.0,-126.88036938829808
2025-08,22.145545408611166,0.0,42.0,42.0,-149.02591479690923
2025-09,15.321987954628636,0.0,42.0,42.0,-164.34790275153787
2025-10,18.44199020217282,0.0,42.0,42.0,-182.7898929537107
2025-11,14.65316076108606,0.0,42.0,42.0,-197.44305371479678
2025-12,8.632545255752353,0.0,42.0,42.0,-206.07559897054912
