Month,Total_Projection,Stock_Total,Stock_Flow
2025-01,8.75606749234042,589.3,580.5439325076595
2025-02,19.82746430334878,589.3,560.7164682043108
2025-03,20.55988750985563,589.3,540.1565806944551
2025-04,35.914703699712355,589.3,504.24187699474277
2025-05,44.26089497969927,589.3,459.9809820150435
2025-06,47.42874466771362,589.3,412.5522373473299
2025-07,39.29562384316832,589.3,373.2566135041616
2025-08,29.683986306082176,589.3,343.57262719807943
2025-09,13.957039445706648,589.3,329.6155877523728
2025-10,14.740478112775502,589.3,314.87510963959727
2025-11,12.653165494554822,589.3,302.22194414504247
2025-12,10.747193822250336,589.3,291.47475032279215
