Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,31.525566989262035,0.0,533.1,533.1,501.574433010738
2025-02,44.19397278694914,0.0,533.1,533.1,457.3804602237889
2025-03,78.11921533528746,0.0,533.1,533.1,379.26124488850144
2025-04,95.73634028605716,0.0,533.1,533.1,283.5249046024443
2025-05,113.6430654227058,0.0,533.1,533.1,169.88183917973848
2025-06,113.51404962600736,0.0,533.1,533.1,56.367789553731114
2025-07,115.34744199380803,0.0,533.1,533.1,-58.97965244007692
2025-08,70.14446996412501,0.0,533.1,533.1,-129.12412240420193
2025-09,45.54742738689163,0.0,533.1,533.1,-174.67154979109355
2025-10,40.86522487693672,0.0,533.1,533.1,-215.53677466803026
2025-11,37.50670547301396,0.0,533.1,533.1,-253.04348014104423
2025-12,28.448337473228666,0.0,533.1,533.1,-281.4918176142729
