Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,10.45716113382178,181.9,105.0,286.9,276.4428388661782
2025-02,7.562241359337276,181.9,105.0,286.9,268.8805975068409
2025-03,8.919670472281163,181.9,105.0,286.9,259.96092703455975
2025-04,8.264243641667603,181.9,105.0,286.9,251.69668339289214
2025-05,9.039316050743748,181.9,105.0,286.9,242.6573673421484
2025-06,7.653054816413496,181.9,105.0,286.9,235.00431252573492
2025-07,11.054918053503515,181.9,105.0,286.9,223.9493944722314
2025-08,19.71412140501556,181.9,105.0,286.9,204.23527306721584
2025-09,22.39920679421064,181.9,105.0,286.9,181.8360662730052
2025-10,26.8910030058762,181.9,105.0,286.9,154.945063267129
2025-11,22.39326009732592,181.9,105.0,286.9,132.55180316980307
2025-12,13.463189277844936,181.9,105.0,286.9,119.08861389195813
