Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,5.6339823396088295,0.0,104.5,104.5,98.86601766039117
2025-02,4.074292603999938,0.0,104.5,104.5,94.79172505639123
2025-03,4.805631784082145,0.0,104.5,104.5,89.98609327230909
2025-04,4.452508872296905,0.0,104.5,104.5,85.53358440001219
2025-05,4.870092976507525,0.0,104.5,104.5,80.66349142350467
2025-06,4.123219976048499,0.0,104.5,104.5,76.54027144745616
2025-07,5.95603455681848,0.0,104.5,104.5,70.58423689063768
2025-08,10.621335027298144,0.0,104.5,104.5,59.96290186333954
2025-09,12.067972739912031,0.0,104.5,104.5,47.89492912342751
2025-10,14.488008178382586,0.0,104.5,104.5,33.406920945044924
2025-11,12.064768850749502,0.0,104.5,104.5,21.34215209429542
2025-12,7.253533693849462,0.0,104.5,104.5,14.08861840044596
