Month,Total_Projection,Stock_Cones,Stock,Stock_Total,Stock_Flow
2025-01,10.528198302451631,0.0,208.1,208.1,197.57180169754835
2025-02,7.613612874779015,0.0,208.1,208.1,189.95818882276933
2025-03,8.980263220863069,0.0,208.1,208.1,180.97792560190626
2025-04,8.320383970927,0.0,208.1,208.1,172.65754163097927
2025-05,9.100721570882325,0.0,208.1,208.1,163.55682006009695
2025-06,7.705043242198457,0.0,208.1,208.1,155.8517768178985
2025-07,11.130015880524272,0.0,208.1,208.1,144.72176093737423
2025-08,19.84804258579453,0.0,208.1,208.1,124.8737183515797
2025-09,22.55136818962692,0.0,208.1,208.1,102.32235016195278
2025-10,27.07367789160364,0.0,208.1,208.1,75.24867227034915
2025-11,22.54538109587885,0.0,208.1,208.1,52.703291174470294
2025-12,13.554646876593475,0.0,208.1,208.1,39.14864429787682
